age,gender,primary_device,educational_to_recreational_ratio,health_impacts,urban_or_rural,age_group,usage_category,health_impact_level,daily_screen_time_min,screen_time_risk
15,Male,Smartphone,0.34,"Poor Sleep, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,293,Excessive Usage
14,Female,Smartphone,0.38,None,Rural,11-15 yrs,Mostly Recreational,High Risk,157,Slightly Over Limit
9,Female,Tablet,0.45,None,Urban,5-10 yrs,Balanced,Moderate Risk,71,Within Limit
15,Male,Laptop,0.3,None,Urban,11-15 yrs,Mostly Recreational,High Risk,152,Slightly Over Limit
8,Male,Tablet,0.56,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,322,Excessive Usage
18,Male,Tv,0.31,None,Urban,16-20 yrs,Mostly Recreational,High Risk,251,Excessive Usage
16,Male,Tv,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban,16-20 yrs,Balanced,Moderate Risk,268,Excessive Usage
16,Female,Tv,0.38,Anxiety,Rural,16-20 yrs,Mostly Recreational,High Risk,355,Excessive Usage
9,Female,Smartphone,0.49,None,Urban,5-10 yrs,Balanced,Moderate Risk,98,Slightly Over Limit
14,Female,Smartphone,0.49,"Poor Sleep, Eye Strain, Obesity Risk",Rural,11-15 yrs,Balanced,Moderate Risk,248,Excessive Usage
17,Male,Smartphone,0.44,None,Rural,16-20 yrs,Balanced,Moderate Risk,118,Within Limit
10,Female,Smartphone,0.5,None,Urban,5-10 yrs,Mostly Educational,Low Risk,13,Within Limit
14,Female,Tablet,0.45,"Poor Sleep, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,196,Excessive Usage
17,Female,Smartphone,0.38,None,Urban,16-20 yrs,Mostly Recreational,High Risk,277,Excessive Usage
16,Female,Smartphone,0.41,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Balanced,Moderate Risk,248,Excessive Usage
11,Female,Laptop,0.5,"Eye Strain, Anxiety",Urban,11-15 yrs,Mostly Educational,Low Risk,229,Excessive Usage
8,Female,Smartphone,0.59,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,281,Excessive Usage
9,Male,Smartphone,0.44,None,Rural,5-10 yrs,Balanced,Moderate Risk,215,Excessive Usage
8,Male,Tablet,0.46,Anxiety,Rural,5-10 yrs,Balanced,Moderate Risk,197,Excessive Usage
12,Male,Tv,0.44,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,236,Excessive Usage
12,Male,Laptop,0.43,None,Rural,11-15 yrs,Balanced,Moderate Risk,380,Excessive Usage
18,Female,Smartphone,0.47,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,310,Excessive Usage
14,Male,Laptop,0.4,None,Rural,11-15 yrs,Balanced,Moderate Risk,173,Slightly Over Limit
16,Female,Laptop,0.34,"Poor Sleep, Eye Strain, Anxiety",Rural,16-20 yrs,Mostly Recreational,High Risk,224,Excessive Usage
16,Male,Laptop,0.41,"Eye Strain, Anxiety",Urban,16-20 yrs,Balanced,Moderate Risk,346,Excessive Usage
10,Male,Smartphone,0.52,None,Rural,5-10 yrs,Mostly Educational,Low Risk,214,Excessive Usage
10,Female,Tv,0.52,Poor Sleep,Rural,5-10 yrs,Mostly Educational,Low Risk,395,Excessive Usage
10,Male,Smartphone,0.55,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Mostly Educational,Low Risk,192,Excessive Usage
11,Male,Tv,0.31,None,Rural,11-15 yrs,Mostly Recreational,High Risk,125,Slightly Over Limit
15,Male,Smartphone,0.42,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,256,Excessive Usage
13,Male,Tv,0.4,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,494,Excessive Usage
15,Male,Smartphone,0.35,"Poor Sleep, Anxiety, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,231,Excessive Usage
8,Female,Smartphone,0.59,None,Urban,5-10 yrs,Mostly Educational,Low Risk,98,Slightly Over Limit
15,Male,Smartphone,0.44,None,Rural,11-15 yrs,Balanced,Moderate Risk,132,Slightly Over Limit
11,Female,Tablet,0.35,None,Urban,11-15 yrs,Mostly Recreational,High Risk,164,Slightly Over Limit
18,Male,Smartphone,0.49,None,Urban,16-20 yrs,Balanced,Moderate Risk,301,Excessive Usage
8,Female,Tablet,0.59,"Poor Sleep, Anxiety",Urban,5-10 yrs,Mostly Educational,Low Risk,295,Excessive Usage
15,Female,Smartphone,0.33,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,259,Excessive Usage
11,Male,Smartphone,0.4,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,223,Excessive Usage
13,Male,Smartphone,0.3,None,Urban,11-15 yrs,Mostly Recreational,High Risk,257,Excessive Usage
15,Female,Smartphone,0.33,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,394,Excessive Usage
11,Male,Smartphone,0.36,None,Urban,11-15 yrs,Mostly Recreational,High Risk,57,Within Limit
10,Female,Smartphone,0.58,None,Urban,5-10 yrs,Mostly Educational,Low Risk,120,Slightly Over Limit
16,Female,Smartphone,0.44,Eye Strain,Urban,16-20 yrs,Balanced,Moderate Risk,187,Slightly Over Limit
10,Female,Smartphone,0.56,None,Urban,5-10 yrs,Mostly Educational,Low Risk,99,Slightly Over Limit
16,Male,Smartphone,0.37,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,238,Excessive Usage
9,Female,Tv,0.6,None,Rural,5-10 yrs,Mostly Educational,Low Risk,101,Slightly Over Limit
9,Female,Tv,0.48,None,Urban,5-10 yrs,Balanced,Moderate Risk,243,Excessive Usage
9,Male,Tablet,0.53,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,257,Excessive Usage
13,Male,Laptop,0.45,"Poor Sleep, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,268,Excessive Usage
10,Male,Tv,0.47,None,Rural,5-10 yrs,Balanced,Moderate Risk,0,Within Limit
16,Male,Smartphone,0.34,None,Rural,16-20 yrs,Mostly Recreational,High Risk,332,Excessive Usage
11,Female,Tablet,0.39,None,Urban,11-15 yrs,Mostly Recreational,High Risk,121,Slightly Over Limit
8,Female,Tv,0.56,None,Urban,5-10 yrs,Mostly Educational,Low Risk,100,Slightly Over Limit
11,Female,Tablet,0.33,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,318,Excessive Usage
8,Female,Smartphone,0.55,Anxiety,Rural,5-10 yrs,Mostly Educational,Low Risk,561,Excessive Usage
12,Male,Smartphone,0.36,Poor Sleep,Rural,11-15 yrs,Mostly Recreational,High Risk,238,Excessive Usage
11,Male,Laptop,0.34,None,Urban,11-15 yrs,Mostly Recreational,High Risk,247,Excessive Usage
15,Male,Laptop,0.43,Eye Strain,Rural,11-15 yrs,Balanced,Moderate Risk,293,Excessive Usage
15,Female,Smartphone,0.42,"Eye Strain, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,329,Excessive Usage
14,Female,Smartphone,0.31,None,Urban,11-15 yrs,Mostly Recreational,High Risk,194,Excessive Usage
10,Male,Tv,0.4,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Balanced,Moderate Risk,359,Excessive Usage
8,Male,Tablet,0.4,None,Urban,5-10 yrs,Balanced,Moderate Risk,75,Within Limit
8,Male,Smartphone,0.44,None,Urban,5-10 yrs,Balanced,Moderate Risk,0,Within Limit
18,Male,Laptop,0.43,"Poor Sleep, Eye Strain",Rural,16-20 yrs,Balanced,Moderate Risk,235,Excessive Usage
10,Female,Tablet,0.56,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,524,Excessive Usage
13,Female,Tv,0.43,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Balanced,Moderate Risk,471,Excessive Usage
14,Female,Smartphone,0.35,"Poor Sleep, Anxiety, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,346,Excessive Usage
13,Female,Smartphone,0.46,Anxiety,Rural,11-15 yrs,Balanced,Moderate Risk,202,Excessive Usage
13,Female,Laptop,0.37,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,247,Excessive Usage
13,Male,Smartphone,0.44,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,244,Excessive Usage
10,Male,Smartphone,0.58,None,Urban,5-10 yrs,Mostly Educational,Low Risk,137,Slightly Over Limit
13,Female,Tv,0.43,None,Urban,11-15 yrs,Balanced,Moderate Risk,114,Within Limit
15,Male,Smartphone,0.42,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,230,Excessive Usage
18,Male,Smartphone,0.33,Poor Sleep,Rural,16-20 yrs,Mostly Recreational,High Risk,248,Excessive Usage
18,Female,Smartphone,0.41,Eye Strain,Rural,16-20 yrs,Balanced,Moderate Risk,239,Excessive Usage
9,Male,Tablet,0.44,None,Urban,5-10 yrs,Balanced,Moderate Risk,0,Within Limit
12,Male,Tv,0.34,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,212,Excessive Usage
8,Female,Tv,0.44,None,Urban,5-10 yrs,Balanced,Moderate Risk,144,Slightly Over Limit
8,Male,Smartphone,0.6,"Poor Sleep, Obesity Risk",Rural,5-10 yrs,Mostly Educational,Low Risk,331,Excessive Usage
12,Male,Tablet,0.42,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,281,Excessive Usage
10,Male,Tv,0.42,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,243,Excessive Usage
11,Female,Smartphone,0.36,Eye Strain,Rural,11-15 yrs,Mostly Recreational,High Risk,238,Excessive Usage
10,Male,Smartphone,0.48,Eye Strain,Urban,5-10 yrs,Balanced,Moderate Risk,552,Excessive Usage
8,Male,Smartphone,0.43,None,Urban,5-10 yrs,Balanced,Moderate Risk,236,Excessive Usage
8,Female,Smartphone,0.55,None,Urban,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
12,Female,Tablet,0.38,"Poor Sleep, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,189,Excessive Usage
13,Male,Laptop,0.4,None,Urban,11-15 yrs,Balanced,Moderate Risk,145,Slightly Over Limit
10,Female,Smartphone,0.54,None,Urban,5-10 yrs,Mostly Educational,Low Risk,40,Within Limit
16,Female,Smartphone,0.38,None,Urban,16-20 yrs,Mostly Recreational,High Risk,115,Within Limit
12,Male,Laptop,0.3,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,268,Excessive Usage
15,Male,Smartphone,0.44,Eye Strain,Rural,11-15 yrs,Balanced,Moderate Risk,334,Excessive Usage
8,Male,Tablet,0.48,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Balanced,Moderate Risk,406,Excessive Usage
12,Male,Smartphone,0.43,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,341,Excessive Usage
10,Male,Tablet,0.44,None,Urban,5-10 yrs,Balanced,Moderate Risk,271,Excessive Usage
8,Female,Smartphone,0.56,None,Urban,5-10 yrs,Mostly Educational,Low Risk,174,Excessive Usage
11,Male,Smartphone,0.44,Poor Sleep,Rural,11-15 yrs,Balanced,Moderate Risk,201,Excessive Usage
12,Male,Tv,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,349,Excessive Usage
14,Male,Tv,0.43,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,305,Excessive Usage
8,Female,Tv,0.46,"Poor Sleep, Obesity Risk",Rural,5-10 yrs,Balanced,Moderate Risk,329,Excessive Usage
10,Male,Tablet,0.45,"Poor Sleep, Obesity Risk",Urban,5-10 yrs,Balanced,Moderate Risk,246,Excessive Usage
9,Male,Smartphone,0.56,"Poor Sleep, Eye Strain",Rural,5-10 yrs,Mostly Educational,Low Risk,410,Excessive Usage
16,Male,Tv,0.49,None,Rural,16-20 yrs,Balanced,Moderate Risk,246,Excessive Usage
17,Female,Laptop,0.35,None,Urban,16-20 yrs,Mostly Recreational,High Risk,174,Slightly Over Limit
13,Male,Smartphone,0.46,"Poor Sleep, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,287,Excessive Usage
17,Female,Smartphone,0.33,None,Urban,16-20 yrs,Mostly Recreational,High Risk,341,Excessive Usage
10,Male,Tablet,0.5,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,380,Excessive Usage
15,Male,Tv,0.37,Anxiety,Urban,11-15 yrs,Mostly Recreational,High Risk,188,Excessive Usage
15,Male,Laptop,0.31,"Poor Sleep, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,334,Excessive Usage
9,Male,Smartphone,0.47,Anxiety,Urban,5-10 yrs,Balanced,Moderate Risk,187,Excessive Usage
13,Male,Tv,0.38,"Poor Sleep, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,294,Excessive Usage
14,Male,Tablet,0.4,"Poor Sleep, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,383,Excessive Usage
9,Male,Smartphone,0.52,None,Urban,5-10 yrs,Mostly Educational,Low Risk,83,Within Limit
18,Male,Tablet,0.34,None,Urban,16-20 yrs,Mostly Recreational,High Risk,465,Excessive Usage
17,Female,Smartphone,0.3,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,307,Excessive Usage
9,Female,Smartphone,0.59,None,Urban,5-10 yrs,Mostly Educational,Low Risk,139,Slightly Over Limit
17,Female,Smartphone,0.47,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Balanced,Moderate Risk,320,Excessive Usage
8,Male,Smartphone,0.58,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,475,Excessive Usage
15,Female,Tablet,0.32,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Mostly Recreational,High Risk,268,Excessive Usage
8,Male,Smartphone,0.57,None,Urban,5-10 yrs,Mostly Educational,Low Risk,121,Slightly Over Limit
16,Male,Smartphone,0.47,Poor Sleep,Rural,16-20 yrs,Balanced,Moderate Risk,295,Excessive Usage
18,Male,Smartphone,0.46,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,278,Excessive Usage
13,Male,Tv,0.34,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Mostly Recreational,High Risk,213,Excessive Usage
14,Female,Smartphone,0.38,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,302,Excessive Usage
17,Male,Tablet,0.34,None,Rural,16-20 yrs,Mostly Recreational,High Risk,175,Slightly Over Limit
14,Male,Smartphone,0.44,"Poor Sleep, Anxiety",Rural,11-15 yrs,Balanced,Moderate Risk,278,Excessive Usage
17,Female,Tablet,0.38,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Mostly Recreational,High Risk,281,Excessive Usage
10,Female,Tv,0.47,"Eye Strain, Anxiety, Obesity Risk",Rural,5-10 yrs,Balanced,Moderate Risk,365,Excessive Usage
9,Female,Smartphone,0.47,"Poor Sleep, Eye Strain",Rural,5-10 yrs,Balanced,Moderate Risk,247,Excessive Usage
16,Female,Tv,0.5,Anxiety,Rural,16-20 yrs,Mostly Educational,Low Risk,317,Excessive Usage
15,Male,Smartphone,0.38,Poor Sleep,Rural,11-15 yrs,Mostly Recreational,High Risk,242,Excessive Usage
17,Male,Laptop,0.36,"Eye Strain, Anxiety",Urban,16-20 yrs,Mostly Recreational,High Risk,326,Excessive Usage
14,Male,Smartphone,0.41,None,Urban,11-15 yrs,Balanced,Moderate Risk,296,Excessive Usage
16,Female,Laptop,0.41,None,Urban,16-20 yrs,Balanced,Moderate Risk,237,Excessive Usage
11,Female,Smartphone,0.36,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,197,Excessive Usage
11,Female,Smartphone,0.37,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,263,Excessive Usage
8,Female,Smartphone,0.59,None,Urban,5-10 yrs,Mostly Educational,Low Risk,112,Slightly Over Limit
15,Male,Smartphone,0.46,None,Urban,11-15 yrs,Balanced,Moderate Risk,184,Excessive Usage
10,Male,Tv,0.54,None,Urban,5-10 yrs,Mostly Educational,Low Risk,58,Within Limit
14,Male,Smartphone,0.31,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,229,Excessive Usage
9,Female,Tv,0.55,None,Rural,5-10 yrs,Mostly Educational,Low Risk,16,Within Limit
9,Male,Smartphone,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Urban,5-10 yrs,Balanced,Moderate Risk,193,Excessive Usage
14,Female,Tablet,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,309,Excessive Usage
13,Male,Smartphone,0.48,"Eye Strain, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,292,Excessive Usage
10,Male,Tv,0.41,Anxiety,Urban,5-10 yrs,Balanced,Moderate Risk,353,Excessive Usage
16,Male,Tablet,0.46,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,257,Excessive Usage
17,Male,Tv,0.39,Eye Strain,Urban,16-20 yrs,Mostly Recreational,High Risk,368,Excessive Usage
13,Female,Laptop,0.5,None,Urban,11-15 yrs,Mostly Educational,Low Risk,272,Excessive Usage
17,Female,Tv,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Rural,16-20 yrs,Mostly Recreational,High Risk,389,Excessive Usage
17,Male,Laptop,0.33,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,277,Excessive Usage
13,Male,Tablet,0.35,None,Urban,11-15 yrs,Mostly Recreational,High Risk,242,Excessive Usage
8,Male,Tv,0.46,Eye Strain,Urban,5-10 yrs,Balanced,Moderate Risk,259,Excessive Usage
11,Male,Tv,0.43,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Balanced,Moderate Risk,273,Excessive Usage
17,Male,Smartphone,0.46,"Poor Sleep, Obesity Risk",Urban,16-20 yrs,Balanced,Moderate Risk,286,Excessive Usage
13,Female,Smartphone,0.39,Obesity Risk,Urban,11-15 yrs,Mostly Recreational,High Risk,245,Excessive Usage
13,Female,Tv,0.42,Poor Sleep,Rural,11-15 yrs,Balanced,Moderate Risk,332,Excessive Usage
18,Female,Laptop,0.4,None,Urban,16-20 yrs,Balanced,Moderate Risk,409,Excessive Usage
12,Female,Smartphone,0.42,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,243,Excessive Usage
8,Female,Smartphone,0.57,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,454,Excessive Usage
15,Female,Smartphone,0.43,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Balanced,Moderate Risk,273,Excessive Usage
12,Male,Smartphone,0.33,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,188,Excessive Usage
12,Female,Tv,0.49,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Balanced,Moderate Risk,256,Excessive Usage
14,Male,Tv,0.47,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,257,Excessive Usage
11,Female,Smartphone,0.32,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,314,Excessive Usage
13,Male,Tablet,0.36,Anxiety,Urban,11-15 yrs,Mostly Recreational,High Risk,225,Excessive Usage
11,Male,Laptop,0.37,Eye Strain,Rural,11-15 yrs,Mostly Recreational,High Risk,272,Excessive Usage
10,Male,Smartphone,0.59,None,Urban,5-10 yrs,Mostly Educational,Low Risk,167,Excessive Usage
14,Male,Smartphone,0.35,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Mostly Recreational,High Risk,340,Excessive Usage
15,Female,Laptop,0.49,Poor Sleep,Rural,11-15 yrs,Balanced,Moderate Risk,235,Excessive Usage
11,Female,Laptop,0.49,Poor Sleep,Rural,11-15 yrs,Balanced,Moderate Risk,273,Excessive Usage
9,Male,Tablet,0.52,Eye Strain,Rural,5-10 yrs,Mostly Educational,Low Risk,671,Excessive Usage
17,Female,Laptop,0.49,Poor Sleep,Rural,16-20 yrs,Balanced,Moderate Risk,437,Excessive Usage
10,Male,Tablet,0.54,None,Urban,5-10 yrs,Mostly Educational,Low Risk,166,Excessive Usage
8,Female,Smartphone,0.4,None,Urban,5-10 yrs,Balanced,Moderate Risk,58,Within Limit
15,Female,Smartphone,0.35,None,Rural,11-15 yrs,Mostly Recreational,High Risk,295,Excessive Usage
10,Male,Tablet,0.58,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,194,Excessive Usage
17,Female,Smartphone,0.39,Eye Strain,Urban,16-20 yrs,Mostly Recreational,High Risk,283,Excessive Usage
14,Male,Tv,0.35,"Poor Sleep, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,205,Excessive Usage
17,Female,Smartphone,0.37,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Mostly Recreational,High Risk,313,Excessive Usage
12,Female,Smartphone,0.33,"Poor Sleep, Anxiety",Rural,11-15 yrs,Mostly Recreational,High Risk,220,Excessive Usage
17,Female,Tablet,0.41,"Eye Strain, Anxiety",Urban,16-20 yrs,Balanced,Moderate Risk,327,Excessive Usage
12,Female,Laptop,0.48,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Balanced,Moderate Risk,216,Excessive Usage
14,Female,Smartphone,0.46,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,262,Excessive Usage
16,Male,Smartphone,0.46,Anxiety,Rural,16-20 yrs,Balanced,Moderate Risk,271,Excessive Usage
12,Male,Laptop,0.47,Obesity Risk,Urban,11-15 yrs,Balanced,Moderate Risk,336,Excessive Usage
8,Male,Smartphone,0.53,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Mostly Educational,Low Risk,246,Excessive Usage
17,Female,Smartphone,0.38,None,Rural,16-20 yrs,Mostly Recreational,High Risk,342,Excessive Usage
17,Female,Smartphone,0.49,None,Rural,16-20 yrs,Balanced,Moderate Risk,395,Excessive Usage
8,Female,Tv,0.5,Poor Sleep,Rural,5-10 yrs,Mostly Educational,Low Risk,467,Excessive Usage
9,Male,Tv,0.42,Eye Strain,Urban,5-10 yrs,Balanced,Moderate Risk,319,Excessive Usage
13,Male,Tablet,0.33,None,Rural,11-15 yrs,Mostly Recreational,High Risk,302,Excessive Usage
16,Female,Tablet,0.4,Poor Sleep,Rural,16-20 yrs,Balanced,Moderate Risk,312,Excessive Usage
15,Female,Tv,0.35,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,301,Excessive Usage
12,Female,Tv,0.37,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,271,Excessive Usage
8,Male,Tv,0.41,None,Urban,5-10 yrs,Balanced,Moderate Risk,161,Excessive Usage
14,Female,Smartphone,0.4,Obesity Risk,Urban,11-15 yrs,Balanced,Moderate Risk,295,Excessive Usage
12,Male,Laptop,0.32,"Poor Sleep, Anxiety",Rural,11-15 yrs,Mostly Recreational,High Risk,298,Excessive Usage
13,Female,Smartphone,0.3,None,Urban,11-15 yrs,Mostly Recreational,High Risk,164,Slightly Over Limit
14,Male,Laptop,0.42,Poor Sleep,Rural,11-15 yrs,Balanced,Moderate Risk,346,Excessive Usage
10,Female,Smartphone,0.42,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,401,Excessive Usage
17,Male,Tv,0.47,None,Urban,16-20 yrs,Balanced,Moderate Risk,224,Excessive Usage
10,Female,Tablet,0.41,Poor Sleep,Rural,5-10 yrs,Balanced,Moderate Risk,560,Excessive Usage
12,Male,Smartphone,0.46,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,297,Excessive Usage
13,Male,Smartphone,0.48,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,280,Excessive Usage
16,Male,Tv,0.39,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Mostly Recreational,High Risk,208,Slightly Over Limit
12,Male,Smartphone,0.49,Obesity Risk,Urban,11-15 yrs,Balanced,Moderate Risk,275,Excessive Usage
8,Female,Smartphone,0.46,None,Urban,5-10 yrs,Balanced,Moderate Risk,508,Excessive Usage
11,Female,Smartphone,0.33,None,Rural,11-15 yrs,Mostly Recreational,High Risk,236,Excessive Usage
12,Male,Smartphone,0.33,Eye Strain,Urban,11-15 yrs,Mostly Recreational,High Risk,328,Excessive Usage
17,Male,Laptop,0.44,None,Urban,16-20 yrs,Balanced,Moderate Risk,243,Excessive Usage
17,Female,Tv,0.37,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,293,Excessive Usage
12,Female,Laptop,0.33,None,Urban,11-15 yrs,Mostly Recreational,High Risk,313,Excessive Usage
14,Male,Laptop,0.4,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,187,Excessive Usage
11,Female,Tablet,0.4,None,Urban,11-15 yrs,Balanced,Moderate Risk,328,Excessive Usage
8,Female,Smartphone,0.59,Poor Sleep,Rural,5-10 yrs,Mostly Educational,Low Risk,267,Excessive Usage
12,Female,Laptop,0.48,"Poor Sleep, Obesity Risk",Rural,11-15 yrs,Balanced,Moderate Risk,305,Excessive Usage
14,Female,Tablet,0.38,None,Urban,11-15 yrs,Mostly Recreational,High Risk,154,Slightly Over Limit
17,Female,Smartphone,0.41,None,Urban,16-20 yrs,Balanced,Moderate Risk,287,Excessive Usage
17,Female,Laptop,0.35,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,354,Excessive Usage
13,Female,Smartphone,0.34,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,224,Excessive Usage
12,Male,Smartphone,0.38,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,226,Excessive Usage
11,Male,Laptop,0.46,"Poor Sleep, Anxiety",Rural,11-15 yrs,Balanced,Moderate Risk,224,Excessive Usage
9,Female,Smartphone,0.45,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,5-10 yrs,Balanced,Moderate Risk,352,Excessive Usage
11,Female,Tv,0.49,Eye Strain,Rural,11-15 yrs,Balanced,Moderate Risk,397,Excessive Usage
17,Female,Smartphone,0.49,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,360,Excessive Usage
